episode,score,average_score,steps,total_steps
704,-84.37312766644902,-138.98589113547135,1000,529261
705,-187.85215712815324,-139.60304507613844,690,529951
706,-107.98818637592852,-139.832516561987,1000,530951
707,-142.85817617678975,-139.99356676127712,1000,531951
708,-84.25265883428841,-139.48972113692213,375,532326
709,-183.12330644301403,-140.16551788716401,716,533042
710,-121.45179660960332,-140.17691549595526,1000,534042
711,-143.9504045554141,-140.88080433541563,143,534185
712,-264.3366717206295,-141.9594974261521,921,535106
713,-185.17291704785293,-142.57986725851467,768,535874
714,-76.53597143182779,-142.18080750984058,1000,536874
715,-114.93436762002696,-142.50531960633734,355,537229
716,-279.26892139560357,-143.71949384329045,858,538087
717,-194.36220228915073,-144.48519258048452,874,538961
718,-264.80377766945134,-145.7595955787904,763,539724
719,-244.82865173824666,-146.67314837913048,977,540701
720,-173.06941980588658,-147.52925391584807,653,541354
721,-146.20277549297415,-147.5975511918406,1000,542354
722,-179.83302182002268,-147.5818768386565,1000,543354
723,-122.48584735929194,-146.60584824544767,1000,544354
724,-187.52896555354332,-147.30621618789453,1000,545354
725,-232.491711389059,-147.16795568848016,978,546332
726,-165.0335811025868,-147.57504831662158,1000,547332
727,-69.09941228161236,-147.26065378721228,1000,548332
728,-127.58584012648232,-147.1335153330537,1000,549332
729,-260.1843540195672,-148.80275326177255,948,550280
730,-115.96140565677915,-149.59737461511676,1000,551280
731,-157.9109695396948,-150.34170528296022,562,551842
732,-202.72071423008714,-150.58078790390474,663,552505
733,-87.58193437037013,-150.00897334294808,1000,553505
734,-113.95779751230853,-149.8248024491759,149,553654
735,-120.09584819419365,-150.2140167859162,1000,554654
736,-179.42161902017344,-149.73510832068362,1000,555654
737,-212.25374930566426,-151.11944509692353,715,556369
738,-62.11028194360838,-150.50350102862765,245,556614
739,-102.8663330497711,-150.5691018693543,216,556830
740,-176.30618046493305,-151.44524762677946,441,557271
741,-135.66696803539648,-151.5288511515276,1000,558271
742,-117.96087257351033,-151.48409395897647,1000,559271
743,-121.39218715945658,-152.1151030354414,1000,560271
744,-106.97676109207585,-151.93988401181852,523,560794
745,-219.99026899105436,-152.61045742374677,821,561615
746,-156.677464768716,-152.69894835696306,1000,562615
747,-107.48420877705752,-152.0472146129241,181,562796
748,-183.66947925261846,-152.99246762096303,1000,563796
749,-141.9085621960129,-153.28599266620805,1000,564796
750,-154.47422174664885,-153.08612736825162,1000,565796
751,-152.51131983218897,-151.4544114980986,1000,566796
752,-70.09253718075684,-151.13034322918813,217,567013
753,-215.76726127962513,-151.4144603338971,789,567802
754,185.83330834137246,-147.1953728133337,426,568228
755,-170.0833154576682,-147.91402472766814,1000,569228
756,-156.04814466411688,-147.33264194036482,330,569558
757,-95.94688703060797,-146.89294938611567,1000,570558
758,-112.29602903430619,-145.6291754199408,1000,571558
759,-75.80834128327278,-145.26881230628192,1000,572558
760,-176.15575599142852,-146.0604027062473,445,573003
761,-78.6882794619211,-145.18350906041965,212,573215
762,-76.88517789029765,-143.89271499499577,1000,574215
763,-102.24930533007132,-142.315682627388,1000,575215
764,-130.95819774853766,-142.26043041897464,155,575370
765,-195.07128534325233,-142.7449203562799,586,575956
766,-148.7071619071474,-143.76213013779522,1000,576956
767,-272.9428416491869,-145.6131795981238,982,577938
768,-156.01645899517217,-146.49407576701634,397,578335
769,-106.16517848228717,-146.44772184040627,1000,579335
770,-207.08010834858635,-147.71909507552837,720,580055
771,-124.12001579008779,-147.43470876478705,310,580365
772,-115.403326391224,-147.5475273995362,1000,581365
773,-94.3069560239827,-147.04404756559362,1000,582365
774,-155.24880042632466,-147.07973481349575,1000,583365
775,-99.34900695641483,-146.26005480577066,184,583549
776,-138.4636268551582,-145.56524387448255,1000,584549
777,-39.073445788364616,-143.56254632926075,227,584776
778,-130.52444903844292,-143.5936882583917,1000,585776
779,-182.49209941931065,-143.02155310867067,463,586239
780,-73.25982821066928,-142.88265650401618,1000,587239
781,-123.58257225783099,-142.66285595472547,1000,588239
782,-100.49301985453198,-141.37155459012405,1000,589239
783,-118.44844384728268,-140.83701878367168,1000,590239
784,-111.08925756573254,-140.2058730520286,1000,591239
785,-191.8647282831317,-141.2931669081243,758,591997
786,-117.49419678995272,-141.32310670477267,256,592253
787,-137.15843321032781,-140.59339290274892,1000,593253
788,-63.088634853063425,-139.45763943051395,86,593339
789,-132.45909121958852,-139.99564070437336,1000,594339
790,-107.33692784549581,-139.15480834738287,1000,595339
791,-124.42309666300518,-137.98011993291874,1000,596339
792,-128.9815957830402,-138.39501880424928,1000,597339
793,-96.88154174959861,-137.85936007247835,1000,598339
794,-209.5256958415046,-138.78725200085134,936,599275
795,-43.54561160207067,-138.21068709782276,1000,600275
796,-122.51854274320382,-138.6421694224995,1000,601275
797,-196.06547881497926,-138.15523018443392,852,602127
798,-218.76620297234433,-139.39029400508903,760,602887
799,-84.43150858724586,-138.6032115137133,163,603050
800,-93.1222517976987,-138.81189110908778,1000,604050
801,-93.79856268080567,-138.81274695576633,321,604371
802,-77.06374629008897,-138.02248421037552,251,604622
803,-72.92709666157667,-137.51944122916726,165,604787
804,-76.93753236965297,-137.4450852761993,209,604996
805,-100.87128865181582,-136.5752765914359,1000,605996
806,-69.81140868910781,-136.19350881456774,1000,606996
807,-123.45759933764789,-135.9995030461763,267,607263
808,-61.541635443334734,-135.77239281226676,1000,608263
809,-163.6473181092756,-135.57763292892938,743,609006
810,-195.08388871008194,-136.31395384993417,840,609846
811,-238.3992928836742,-137.25844273321678,841,610687
812,-132.81050077166964,-135.94318102372716,1000,611687
813,-134.6401115681066,-135.43785296892972,1000,612687
814,-180.1200838552718,-136.47369409316417,558,613245
815,-123.9522574958545,-136.56387299192244,1000,614245
816,-141.62761807814385,-135.18745995874784,1000,615245
817,-152.68925417129537,-134.77073047756926,1000,616245
818,238.74170392129597,-129.7352756616618,304,616549
819,-88.46354997605273,-128.17162464403987,359,616908
820,-88.92317360270462,-127.33016218200807,141,617049
821,-208.1476708755618,-127.94961113583393,742,617791
822,-67.50599926557658,-126.82634091028947,170,617961
823,-95.30941379936239,-126.55457657469019,387,618348
824,-72.59400781887271,-125.40522699734348,181,618529
825,-62.453817074969734,-123.70484805420257,1000,619529
826,-65.65248185363154,-122.711037061713,181,619710
827,-231.29513909538227,-124.33299432985068,992,620702
828,-113.83007729275779,-124.19543670151344,1000,621702
829,-124.90924914587535,-122.84268565277652,1000,622702
830,-210.0084272783921,-123.78315586899267,1000,623702
831,-119.46964344988722,-123.3987426080946,1000,624702
832,-81.9621740633664,-122.19115720642739,1000,625702
833,-61.42829914556989,-121.92962085417938,1000,626702
834,-78.8941862701605,-121.57898474175792,159,626861
835,-107.06391707738061,-121.44866543058978,297,627158
836,-100.4149094108022,-120.65859833449608,1000,628158
837,-96.92415549345517,-119.50530239637399,148,628306
838,-85.37187498863588,-119.73791832682426,249,628555
839,-116.56689425101764,-119.87492393883673,167,628722
840,-121.21471812631152,-119.32400931545052,1000,629722
841,-111.2632319249001,-119.07997195434555,1000,630722
842,-76.47665405504377,-118.66512976916088,1000,631722
843,-119.23592497354491,-118.64356714730177,1000,632722
844,-187.13967994215767,-119.44519633580259,653,633375
845,-105.94059972867629,-118.3046996431788,1000,634375
846,-92.33905641638623,-117.66131555965549,190,634565
847,-119.46691930260224,-117.78114266491093,1000,635565
848,-147.09200525609424,-117.4153679249457,1000,636565
849,-186.0791504129381,-117.85707380711494,762,637327
850,-193.9157408828088,-118.25148899847655,891,638218
851,-108.2525724786233,-117.80890152494088,639,638857
852,-224.57346508920529,-119.35371080402535,912,639769
853,-138.4480226707457,-118.58051841793656,1000,640769
854,-164.8593817395514,-122.08744531874581,1000,641769
855,-74.90168780324201,-121.13562904220154,1000,642769
856,-129.13164645847422,-120.86646406014512,1000,643769
857,-97.47600927444502,-120.88175528258351,382,644151
858,-167.210782820974,-121.43090282045017,691,644842
859,-128.45693495111706,-121.95738875712861,1000,645842
860,-102.7033535953176,-121.22286473316751,1000,646842
861,-92.86508079937313,-121.36463274654201,1000,647842
862,-101.600991589678,-121.61179088353582,1000,648842
863,-201.52257219051685,-122.6045235521403,653,649495
864,-136.72626898071968,-122.6622042644621,490,649985
865,-169.73220613665404,-122.40881347239612,1000,650985
866,-132.2552243669124,-122.24429409699378,1000,651985
867,-69.52089834509533,-120.21007466395287,1000,652985
868,-168.852635226686,-120.338436426268,774,653759
869,-75.13658364930637,-120.02815047793818,195,653954
870,-119.06402823194341,-119.14798967677177,1000,654954
871,-109.29918560128995,-118.99978137488377,1000,655954
872,-83.90619942478021,-118.68481010521937,281,656235
873,-40.74366014354369,-118.14917714641497,1000,657235
874,-76.74776143770626,-117.36416675652879,270,657505
875,-160.19541692402385,-117.97263085620487,1000,658505
876,-149.57880610536688,-118.08378264870694,1000,659505
877,-85.74872532563293,-118.55053544407961,1000,660505
878,-70.44628524475876,-117.9497538061428,221,660726
879,-123.00280842842066,-117.3548608962339,342,661068
880,-163.05153248870602,-118.25277793901427,589,661657
881,-185.61042352849492,-118.8730564517209,881,662538
882,-143.00935119007667,-119.29821976507634,1000,663538
883,-150.62388025451875,-119.6199741291487,1000,664538
884,-117.26365433978556,-119.68171809688924,1000,665538
885,-152.4540057777517,-119.28761087183544,1000,666538
886,-126.62175233955737,-119.3788864273315,1000,667538
887,-135.43883783351416,-119.36169047356333,1000,668538
888,-213.85675074326338,-120.86937163246533,686,669224
889,-149.14877148082525,-121.03626843507769,1000,670224
890,-116.45842546091731,-121.12748341123192,283,670507
891,-137.58469153563598,-121.25909935995821,1000,671507
892,-137.2990033671045,-121.34227343579887,1000,672507
893,-144.79946177454107,-121.8214526360483,1000,673507
894,-183.52267203541734,-121.56142239798743,758,674265
895,-147.67743464565825,-122.6027406284233,526,674791
896,-150.6358424528019,-122.88391362551928,1000,675791
897,-232.05100762530407,-123.24376891362255,799,676590
898,-189.9095320307872,-122.95520220420698,455,677045
899,-187.1181087260274,-123.98206820559479,1000,678045
900,-56.96874467039527,-123.62053313432176,1000,679045
901,-67.23126068606213,-123.35486011437432,320,679365
902,-73.85114205920092,-123.32273407206542,1000,680365
903,-63.515337549000606,-123.22861648093965,183,680548
904,-94.89824221052096,-123.40822357934836,1000,681548
905,-120.54723811165441,-123.60498307394673,1000,682548
906,-138.98080700534032,-124.29667705710906,1000,683548
907,-115.70173129640028,-124.21911837669658,1000,684548
908,-162.49422695133964,-125.22864429177663,1000,685548
909,-125.59821223036505,-124.84815323298753,1000,686548
910,-129.6350963034066,-124.19366530892077,1000,687548
911,-221.3756232356248,-124.02342861244027,960,688508
912,-136.96178813471954,-124.06494148607078,484,688992
913,-103.67852835480701,-123.7553256539378,419,689411
914,-113.43553348649979,-123.08848015025006,1000,690411
915,-143.10702949730006,-123.28002787026452,1000,691411
916,-107.33198361045181,-122.9370715255876,1000,692411
917,-85.33870420869866,-122.26356602596161,254,692665
918,-93.7946376325551,-125.58892944150013,1000,693665
919,-103.12677236934248,-125.73556166543301,1000,694665
920,-118.04260607914901,-126.02675599019747,486,695151
921,-128.50718764700565,-125.23035115791191,1000,696151
922,-145.53571512419606,-126.01064831649813,1000,697151
923,-187.72476397070704,-126.93480181821158,923,698074
924,-79.06858275234879,-126.99954756754636,1000,699074
925,-196.5544330820699,-128.34055372761733,939,700013
926,-121.07287374864148,-128.89475764656743,151,700164
927,-153.83529240218644,-128.12015917963546,1000,701164
928,-176.7714887927662,-128.74957329463555,976,702140
929,-194.1911315110737,-129.44239211828753,827,702967
930,-152.39710370581605,-128.86627888256177,1000,703967
931,-149.11891000285772,-129.16277154809148,1000,704967
932,-120.17409774518256,-129.54489078490963,1000,705967
933,-152.30530591446805,-130.45366085259863,1000,706967
934,-93.11786981324002,-130.59589768802942,262,707229
935,-144.24685249203296,-130.96772704217597,1000,708229
936,-79.28861575573892,-130.75646410562533,1000,709229
937,-166.5654143708988,-131.45287669439978,1000,710229
938,-118.12075404395478,-131.78036548495294,1000,711229
939,-149.76018961341256,-132.1122984385769,1000,712229
940,-60.85446497312596,-131.50869590704505,1000,713229
941,-114.82473423080009,-131.54431093010405,1000,714229
942,-104.53599280513319,-131.82490431760496,388,714617
943,-173.83509851842408,-132.37089605305374,1000,715617
944,-154.6888494120301,-132.04638774775245,757,716374
945,-122.533988485178,-132.21232163531747,295,716669
946,-95.74404813979993,-132.2463715525516,1000,717669
947,-140.08026062437207,-132.45250496576932,1000,718669
948,-100.90469539657471,-131.99063186717413,451,719120
949,-106.68380455947954,-131.1966784086395,1000,720120
950,-126.06866791876084,-130.51820767899903,1000,721120
951,-114.4895562432539,-130.58057751664535,1000,722120
952,-154.67888989394532,-129.88163176469274,1000,723120
953,-122.16497129517367,-129.718801250937,1000,724120
954,-136.5104668707859,-129.43531210224938,1000,725120
955,-118.60259244876707,-129.8723211487046,1000,726120
956,-168.70874952370846,-130.26809217935698,1000,727120
957,-58.29926601354448,-129.87632474674797,1000,728120
958,-151.60705257931994,-129.72028744433143,1000,729120
959,-121.71782237281232,-129.65289631854836,1000,730120
960,-104.83566469716753,-129.67421942956685,1000,731120
961,-125.0377251948978,-129.99594587352212,1000,732120
962,-110.80731415396403,-130.08800909916496,1000,733120
963,-97.71595985898472,-129.04994297584966,1000,734120
964,-132.64076644340247,-129.00908795047647,681,734801
965,-79.43010370839829,-128.10606692619393,1000,735801
966,-65.26502530086823,-127.43616493553348,1000,736801
967,-134.8805898115654,-128.08976185019822,1000,737801
968,-73.75448539774771,-127.1387803519088,1000,738801
969,-146.6635245571804,-127.85404976098755,1000,739801
970,-161.5825055937357,-128.27923453460545,1000,740801
971,-110.35416062100946,-128.28978428480264,1000,741801
972,-146.4000944973512,-128.91472323552836,1000,742801
973,-123.38639836584872,-129.7411506177514,1000,743801
974,-120.71823911628881,-130.18085539453722,1000,744801
975,-118.24528975550338,-129.76135412285203,1000,745801
976,-56.678209473012146,-128.83234815652847,1000,746801
977,-161.0719193852485,-129.58558009712465,1000,747801
978,-58.529638728432786,-129.4664136319614,1000,748801
979,-150.52842066751705,-129.74166975435236,1000,749801
980,-98.13269053777157,-129.092481334843,1000,750801
981,-140.61771013449723,-128.64255420090302,1000,751801
982,-96.556571552559,-128.17802640452786,193,751994
983,-141.84785093401194,-128.0902661113228,1000,752994
984,-106.73635266738768,-127.98499309459878,1000,753994
985,-91.2105533515229,-127.3725585703365,219,754213
986,-73.67037054251604,-126.84304475236605,205,754418
987,-89.97439974251193,-126.38840037145606,1000,755418
988,-131.69677082959194,-125.56680057231935,1000,756418
989,-124.30629602642078,-125.31837581777532,1000,757418
990,-100.27288015518036,-125.15652036471796,1000,758418
991,-118.42259524370238,-124.96489940179863,1000,759418
992,-107.9163803575996,-124.67107317170357,1000,760418
993,-74.2362016803338,-123.96544057076152,1000,761418
994,-168.4797060293044,-123.81501091070037,1000,762418
995,-83.78930780402966,-123.17612964228407,1000,763418
996,-102.8176194026101,-122.69794741178217,287,763705
997,-166.91720134718796,-122.04660934900099,1000,764705
998,-158.3705992406334,-121.73122002109945,1000,765705
999,-70.51728205089027,-120.56521175434811,81,765786
1000,-131.4603559717455,-121.31012786736159,1000,766786
1001,-165.74909445178687,-122.29530620501885,1000,767786
1002,-275.9344048939204,-124.31613883336603,1000,768786
1003,-140.2958997149851,-125.08394445502587,1000,769786
1004,-81.2898335730662,-124.94786036865133,1000,770786
1005,-157.36504209967686,-125.31603840853155,1000,771786
1006,-158.79908989126474,-125.5142212373908,1000,772786
1007,-130.997609948509,-125.66718002391188,1000,773786
1008,-108.39267361336306,-125.12616449053212,1000,774786
1009,-80.18295317428507,-124.67201189997132,314,775100
1010,-167.88972981498728,-125.05455823508711,1000,776100
1011,-56.39476865535929,-123.40474968928449,1000,777100
1012,-178.1308966162013,-123.8164407740993,1000,778100
1013,-104.37938156443171,-123.82344930619556,1000,779100
1014,-230.99697492723163,-124.99906372060286,944,780044
1015,-95.93693510761406,-124.527362776706,1000,781044
1016,-191.0886408041992,-125.36492934864347,1000,782044
1017,-116.34750098121481,-125.67501731636865,1000,783044
1018,-146.17773932460142,-126.19884833328912,1000,784044
1019,-190.02487950426934,-127.06782940463837,549,784593
1020,-127.62628998418538,-127.16366624368875,1000,785593
1021,-103.91234919611213,-126.91771785917982,1000,786593
1022,-189.9032535344499,-127.36139324328236,1000,787593
1023,-122.39591609528891,-126.70810476452817,1000,788593
1024,-96.58589399504348,-126.8832778769551,1000,789593
1025,-261.8500241717294,-127.5362337878517,931,790524
1026,-116.6479119056824,-127.4919841694221,1000,791524
1027,-152.48367813739446,-127.4784680267742,1000,792524
1028,-214.797337359481,-127.85872651244135,965,793489
1029,-159.0239233746019,-127.50705443107661,772,794261
1030,-97.8409029973385,-126.96149242399184,177,794438
1031,-153.01871932572024,-127.00049051722048,1000,795438
1032,-149.0366859714894,-127.28911639948352,1000,796438
1033,-143.98851295826273,-127.2059484699215,1000,797438
1034,-102.55963164784728,-127.30036608826755,1000,798438
1035,-97.4958681839036,-126.83285624518626,430,798868
1036,-157.81444687677924,-127.61811455639665,1000,799868
1037,-158.18688349089553,-127.53432924759662,1000,800868
1038,-76.24343547868453,-127.11555606194388,1000,801868
1039,-79.81996803169864,-126.41615384612676,195,802063
1040,-182.12578223342354,-127.62886701872976,1000,803063
1041,-19.541460205274614,-126.67603427847449,1000,804063
1042,-151.8186871629249,-127.14886122205242,1000,805063
1043,-156.8687933500181,-126.97919817036836,1000,806063
1044,-93.471565081772,-126.36702532706579,290,806353
1045,-82.64741063794833,-125.96815954859349,1000,807353
1046,-253.19513779742607,-127.54267044516975,973,808326
1047,-117.73069186174261,-127.31917475754346,518,808844
1048,-49.97346147012652,-126.80986241827895,603,809447
1049,-103.61462086716412,-126.77917058135581,145,809592
1050,-223.51244273601264,-127.75360832952832,972,810564
1051,-108.3413093858905,-127.69212586095472,424,810988
